"","SYMBOL","GSM2252986","GSM2252987","GSM2252988","GSM2252989","GSM2252990","GSM2252991","GSM2252992","GSM2252993","GSM2252994","GSM2252995","GSM2252996","GSM2252997"
"38","SNORD116-17",1,0,0,0,1,0,1,0,0,0,0,0
"39","SNORD116-18",3,0,0,0,1,0,1,2,0,0,0,0
"40","SNORD116-20",10,14,16,11,15,11,9,7,10,13,6,9
"41","SNORD116-21",28,17,16,14,15,15,13,26,19,12,12,13
"42","SNORD116-22",14,10,9,6,11,5,4,4,5,6,6,3
"43","SNORD116-23",4,2,0,1,3,0,1,3,0,0,0,0
"44","SNORD116-24",7,5,5,2,6,6,4,6,2,3,8,5
"45","SNORD116-25",0,0,0,0,0,0,0,0,0,0,0,0
"46","SNORD115-2",0,0,0,0,0,0,0,0,0,0,0,0
"47","SNORD116-26",1,1,1,0,0,0,0,0,1,0,0,0
"48","SNORD116-27",0,0,0,0,0,1,0,0,0,0,0,0
"49","SNORD115-3",0,0,0,0,0,0,0,0,0,0,0,0
"50","SNORD115-4",0,0,0,0,0,0,0,0,0,0,0,0
"51","SNORD115-5",0,0,0,0,0,0,0,0,0,0,0,0
"52","SNORD115-6",0,0,0,0,0,0,0,0,0,0,0,0
"53","SNORD115-7",0,0,0,0,0,0,0,0,0,0,0,0
"54","SNORD115-8",0,0,0,0,0,0,0,0,0,0,0,0
"55","SNORD115-9",0,0,0,0,0,0,0,0,0,0,0,0
"56","SNORD115-10",0,0,0,0,0,0,0,0,0,0,0,0
"57","SNORD115-11",0,0,0,0,0,0,0,0,0,0,0,0
"58","SNORD115-12",0,0,0,0,0,0,0,0,0,0,0,0
"59","SNORD115-13",0,0,1,0,0,0,0,0,0,0,0,0
"60","SNORD115-14",0,0,0,0,0,0,0,0,0,0,0,0
"61","SNORD115-15",0,0,0,0,0,0,0,0,0,0,0,0
"62","SNORD115-16",0,0,0,0,0,0,0,0,0,0,0,0
"63","SNORD115-17",0,0,0,0,0,0,0,0,0,0,0,0
"64","SNORD115-18",0,0,0,0,0,0,0,0,0,0,0,0
"65","SNORD115-19",0,0,0,0,0,0,0,0,0,0,0,0
"66","SNORD115-20",0,0,0,0,0,0,0,0,0,0,0,0
"67","SNORD115-21",0,0,0,0,0,0,0,0,0,0,0,0
"68","SNORD115-22",0,0,0,0,0,0,0,0,0,0,0,0
"69","SNORD115-23",0,0,0,0,0,0,0,0,0,0,0,0
"70","SNORD115-25",0,0,0,0,0,0,0,0,0,0,0,0
"71","SNORD115-26",0,0,0,0,0,0,0,0,0,0,0,0
"72","SNORD115-29",0,0,0,0,0,0,0,0,0,0,0,0
"73","SNORD115-30",0,0,0,0,0,0,0,0,0,0,0,0
"74","SNORD115-31",0,0,0,0,0,0,0,0,0,0,0,0
"75","SNORD115-32",0,0,0,0,0,0,0,0,0,0,0,0
"76","SNORD115-33",0,0,0,0,0,0,0,0,0,0,0,0
"77","SNORD115-34",0,0,0,0,0,0,0,0,0,0,0,0
"78","SNORD115-35",0,0,0,0,0,0,0,0,0,0,0,0
"79","SNORD115-36",0,0,0,0,0,0,0,0,0,0,0,0
"80","SNORD115-37",0,0,0,0,0,0,0,0,0,0,0,0
"81","SNORD115-38",0,0,0,0,0,0,0,0,0,0,0,0
"82","SNORD115-39",0,0,0,0,0,0,0,0,0,0,0,0
"83","SNORD115-40",0,0,0,0,0,0,0,0,0,0,0,0
"84","SNORD115-41",0,0,0,0,0,0,0,0,0,0,0,0
"85","SNORD115-42",0,0,0,0,0,0,0,0,0,0,0,0
"86","SNORD115-43",0,0,0,0,0,0,0,0,0,0,0,0
"87","SNORD115-44",0,0,0,0,0,0,0,0,0,0,0,0
"88","MIR675",0,0,0,0,0,0,0,0,0,0,1,0
"89","SNORD116-28",6,8,7,3,7,8,8,10,12,3,2,7
"90","SNORD116-29",0,0,1,2,0,0,0,1,0,0,0,1
"91","SNORD115-48",1,0,0,0,0,0,0,0,0,0,0,0
"92","PDZK1P1",8,6,9,5,10,5,10,11,14,3,6,8
"93","SNORD115-24",0,0,0,0,0,0,0,0,0,0,0,0
"94","SNORD115-27",0,0,0,0,0,0,0,0,0,0,0,0
"95","SNORD115-28",0,0,0,0,0,0,0,0,0,0,0,0
"96","SNORD115-45",0,0,0,0,0,0,0,0,0,0,0,0
"97","SNORD115-47",0,0,0,0,0,0,0,0,0,0,0,0
"98","DDTL",588,606,749,605,755,612,373,353,291,290,310,275
"99","TLX1NB",0,0,0,0,0,0,0,0,0,0,0,0
"100","NAALADL1",89,88,79,113,104,109,11,18,23,21,26,24
"101","CDKN2B-AS1",10,10,11,13,10,11,8,4,6,7,6,10
"102","GUSBP17",23,17,26,21,22,21,14,21,21,14,14,8
"103","SIGLEC14",2,2,2,0,0,0,22,25,22,0,0,0
"104","TRK-TTT3-4",0,1,0,0,0,0,0,0,0,0,0,0
"105","TRV-CAC1-5",0,0,0,0,0,0,0,0,0,0,0,0
"106","NINJ2-AS1",44,47,39,54,67,63,151,175,163,140,140,136
"107","ACOT8",315,273,350,288,302,274,535,519,495,350,349,324
"108","ABI1",2575,2273,2472,2293,2537,2723,4553,5537,4897,3518,3486,3038
"109","GNPDA1",3189,2864,3308,2634,3069,2948,3108,3407,3160,2238,2147,2028
"110","MIMT1",0,0,0,0,0,0,0,0,1,0,0,0
"111","KCNE3",19,20,27,19,12,23,7,11,9,9,11,3
"112","ZBTB33",2177,2009,2074,1821,2150,2162,1257,1505,1422,1449,1493,1277
"113","SNHG8",1012,943,1045,948,1157,1055,571,544,554,773,873,809
"114","GTF2IP4",4209,3843,4306,3711,3925,3951,1993,2113,2117,1951,1884,1709
"115","GS1-600G8.3",0,0,1,0,0,0,0,0,0,0,0,0
"116","CDH3",0,0,2,1,0,1,0,1,2,0,0,1
"117","TANK",1981,1659,1808,1608,1832,1633,2037,2498,2096,1803,1843,1657
"118","TTTY21B",0,0,0,0,0,0,0,0,0,0,0,0
"119","TTTY1B",0,0,0,0,0,0,0,0,0,0,0,0
"120","TTTY2B",0,0,0,0,0,0,0,0,0,0,0,0
"121","TTTY8B",0,0,0,0,0,0,0,0,0,0,0,0
"122","TTTY7B",0,0,0,0,0,0,0,0,0,0,0,0
"123","TTTY23B",0,0,0,0,0,0,0,0,0,0,0,0
"124","LOC100101148",4,4,7,9,5,7,4,5,5,4,4,4
"125","HAVCR1P1",5,5,4,5,7,5,0,3,5,1,0,0
"126","POM121C",3253,3050,3378,2882,3401,3042,1558,1899,1579,1610,1663,1531
"127","PMS2P7",26,25,27,26,27,25,20,25,26,21,20,14
"128","ZSCAN30",318,311,343,261,269,283,291,386,343,322,321,263
"129","H2BW3P",28,23,31,33,32,37,12,9,13,19,10,16
"130","ANKRD26P3",0,0,0,1,0,0,0,0,0,0,0,0
"131","SRA1",765,828,865,671,767,682,1633,1792,1638,793,798,748
"132","SNORD119",3,3,10,2,1,5,2,5,2,5,3,6
"133","SNORD121A",2,1,0,1,1,2,1,3,1,1,0,2
"134","SNORD125",17,10,14,10,16,15,18,6,22,10,17,12
"135","SNORD19B",45,54,68,40,57,55,46,38,60,59,47,60
"136","SNORD105B",3,0,0,0,0,0,0,0,0,0,0,0
"137","SNORD123",0,0,0,0,2,0,1,0,1,0,0,0
"138","UCKL1-AS1",139,142,155,107,134,131,106,109,105,102,72,75
"139","SNORD127",1,8,2,2,2,4,2,4,6,2,2,1
"140","SNORD126",0,0,0,0,0,0,0,1,0,0,0,0
"141","SNORD11B",2,0,2,1,0,0,2,0,0,0,1,1
"142","SNORD12B",15,19,29,16,29,27,13,14,15,16,24,20
"143","SNORD111B",0,0,0,0,0,0,0,0,0,1,0,0
"144","LIN28B-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"145","LINC00583",0,0,0,0,0,0,0,0,0,0,0,0
"146","TMEM170B",398,425,359,333,367,415,153,163,174,125,145,115
"147","FAM138E",0,0,0,0,0,0,0,0,0,0,0,0
"148","SNORD58C",52,45,47,54,61,44,38,35,44,44,40,37
"149","SCARNA27",18,10,11,9,13,11,4,4,14,13,11,12
"150","SNORA84",3,2,6,2,1,3,3,1,3,1,1,1
"151","SNORA36C",0,0,0,0,0,0,0,0,0,0,0,0
"152","SNORA38B",2,5,2,4,0,0,1,1,0,1,1,2
"153","SNORA70B",0,0,0,0,0,0,0,0,0,0,0,0
"154","SNORA70C",0,0,0,0,0,0,0,0,0,0,0,0
"155","SNORA11B",1,0,0,0,0,0,0,0,0,0,0,0
"156","SNORA11C",0,0,0,0,0,0,0,0,0,0,0,0
"157","SNORA11D",3,0,7,1,3,1,1,0,0,1,0,0
"158","HOTAIR",0,0,0,0,0,0,0,2,2,1,0,1
"159","ZGLP1",62,85,98,79,91,71,139,141,131,100,102,88
"160","FAM86JP",62,52,53,48,56,46,62,60,51,55,62,48
"161","FMR1-AS1",0,0,1,0,1,1,1,0,1,0,2,0
"162","MIR298",0,0,0,0,0,0,0,0,0,0,0,0
"163","MIR300",0,0,0,0,0,0,0,0,0,0,0,0
"164","VTRNA2-1",3,0,0,0,1,3,0,1,0,0,0,2
"165","MIR509-2",0,0,0,0,0,0,0,0,0,0,0,0
"166","MIR450B",0,0,0,1,0,0,2,2,2,1,0,0
"167","MIR890",0,0,0,0,0,0,0,0,0,0,0,0
"168","MIR891B",0,0,0,0,0,0,0,0,0,0,0,0
"169","MIR888",0,0,0,0,0,0,0,0,0,0,0,0
"170","MIR892B",0,0,0,0,0,0,0,0,0,0,0,0
"171","MIR541",0,0,0,0,0,0,1,1,1,0,0,0
"172","MIR875",0,0,0,0,0,0,0,0,0,0,0,0
"173","MIR876",0,0,0,0,0,0,0,0,0,0,0,0
"174","MIR147B",1,0,1,1,0,0,2,1,1,0,1,0
"175","MIR744",0,0,1,0,0,0,1,0,0,1,0,0
"176","MIR877",1,1,1,2,1,2,1,2,1,1,1,2
"177","MIR665",0,0,0,0,0,0,0,0,0,0,0,0
"178","MIR873",0,0,0,0,0,0,0,0,0,0,0,0
"179","MIR374B",1,2,1,1,1,1,1,3,3,1,0,2
"180","MIR301B",0,0,0,0,0,0,0,0,0,0,0,0
"181","MIR216B",0,0,0,0,0,0,0,0,0,0,0,0
"182","MIR920",0,0,0,0,0,0,0,0,0,0,0,0
"183","MIR922",23,15,12,18,15,17,12,12,12,11,10,14
"184","MIR924",0,0,0,0,0,0,0,0,0,0,0,0
"185","MIR934",0,0,0,0,0,0,0,0,0,0,0,0
"186","MIR935",0,1,1,1,0,1,1,0,0,0,0,1
"187","MIR936",3,2,1,1,7,5,1,4,1,3,1,0
"188","MIR938",0,0,0,0,0,0,0,0,0,0,0,0
"189","MIR940",1,0,1,1,1,1,1,2,3,1,0,1
"190","MIR941-1",1,0,0,0,0,1,0,1,0,0,0,0
"191","MIR941-4",0,1,0,0,0,1,0,1,0,0,0,0
"192","MIR942",0,1,1,0,0,0,0,0,0,0,0,0
"193","MIR943",14,10,13,17,17,14,27,26,14,16,22,21
"194","MIR708",0,0,0,0,0,0,0,0,0,0,0,0
"195","MIR885",0,0,0,0,0,0,0,0,0,0,0,0
"196","MIR543",0,0,0,0,0,0,0,0,0,0,0,0
"197","MIR208B",0,0,0,0,0,0,0,0,0,0,0,0
"198","MIR509-3",0,0,0,0,0,0,0,0,0,0,0,0
"199","MIR937",52,55,53,42,52,48,95,87,92,45,52,51
"200","MIR941-2",0,0,0,0,0,0,0,0,0,0,0,0
"201","MIR944",0,0,0,0,0,0,0,0,0,0,0,0
"202","MIR891A",0,0,0,0,0,0,0,0,0,0,0,0
"203","MIR892A",0,0,0,0,0,0,0,0,0,0,0,0
"204","MIR874",0,0,0,0,0,1,0,0,0,0,0,0
"205","MIR889",0,0,0,0,0,0,0,0,0,0,0,0
"206","MIR190B",0,0,0,0,0,0,0,0,0,0,0,0
"207","MIR887",0,0,1,1,1,1,1,2,1,1,0,1
"208","MIR760",0,0,0,1,0,0,1,0,1,0,0,0
"209","MIR921",0,0,0,0,0,0,0,0,0,0,0,0
"210","MIR933",1,0,0,0,0,0,1,0,0,0,0,0
"211","MIR939",52,44,67,38,49,59,56,56,47,48,44,33
"212","MIR941-3",0,0,0,0,1,0,0,0,0,0,0,0
"213","MIR297",0,0,0,0,0,0,0,0,0,0,0,0
"214","MIR365A",0,0,0,0,0,0,0,0,0,0,0,0
"215","MIR365B",3,0,0,0,0,0,1,0,0,0,0,0
"216","LOC100126447",0,0,0,0,0,0,0,0,0,0,0,0
"217","GJE1",0,0,0,0,0,0,0,0,0,0,0,0
"218","LOC100126584",0,0,0,0,0,0,0,0,0,0,0,0
"219","LINC00322",0,2,0,1,0,0,0,1,0,0,0,0
"220","SNAR-G1",1,2,0,1,1,3,1,0,0,0,0,0
"221","SNAR-F",0,0,0,0,0,0,0,0,0,1,0,0
"222","NAV2-AS6",255,249,254,275,311,255,1782,2038,1572,1086,1138,960
"223","EGOT",1,0,0,0,2,0,9,7,10,8,11,5
"224","GHRLOS",70,67,77,56,89,82,72,62,74,53,57,45
"225","SNAR-A1",1,0,0,0,0,0,0,0,0,0,0,0
"226","SNAR-A2",0,0,0,0,0,0,0,0,0,0,0,0
"227","SNAR-A12",1,0,0,0,0,0,0,0,0,0,0,0
"228","MINAR2",0,0,0,1,0,0,0,0,0,0,0,0
"229","SLCO4A1-AS1",33,39,31,32,42,36,10,9,9,23,21,19
"230","HECW1-IT1",0,0,0,0,0,0,0,0,0,0,0,0
"231","LOC100127955",0,0,3,1,0,2,5,2,2,5,2,3
"232","KRT73-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"233","C8orf88",48,48,64,56,69,60,13,12,15,24,34,24
"234","LOC100128002",0,0,0,0,0,0,0,0,0,0,0,0
"235","ARHGAP44-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"236","DPPA2P3",0,0,0,0,0,0,1,0,0,0,0,0
"237","WWTR1-AS1",10,8,8,6,14,9,11,11,12,14,11,8
"238","PLCE1-AS1",0,1,1,0,1,0,1,2,1,6,4,1
"239","SMARCA5-AS1",129,157,185,184,192,135,194,177,117,138,131,143
"240","LOC100128059",0,0,0,0,0,0,0,0,0,0,0,0
"241","FAM229A",4,6,15,12,11,7,5,7,3,3,1,7
"242","LOC100128076",5,5,9,4,3,6,0,1,0,0,0,1
"243","LOC100128079",15,11,21,17,11,18,16,18,16,14,10,14
"244","JAZF1-AS1",20,20,17,17,17,18,6,7,5,8,9,5
"245","ST8SIA6-AS1",0,1,0,2,0,0,0,1,0,0,0,0
"246","UBE2Q2P13",57,55,65,57,58,61,14,9,14,17,20,16
"247","HGC6.3",0,0,0,0,0,0,0,0,0,0,0,0
"248","STAU2-AS1",2,2,2,1,0,3,3,2,0,0,1,2
"249","ADGRA1-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"250","LINC01233",0,0,0,0,0,0,0,0,0,0,0,0
"251","LOC100128164",6,4,0,2,5,5,1,4,2,3,3,3
"252","UST-AS1",1,1,0,0,1,0,2,0,0,0,1,0
"253","TMPO-AS1",376,464,488,495,636,518,170,196,142,318,337,303
"254","LINC02324",0,0,0,0,1,2,1,0,0,0,0,0
"255","LINC02731",0,1,0,0,1,0,0,1,0,1,0,0
"256","ZNF667-AS1",209,211,217,219,214,208,207,233,207,226,193,196
"257","LOC100128253",2,1,2,0,3,1,4,5,1,2,4,0
"258","WASIR1",0,2,0,0,1,0,2,0,0,1,0,1
"259","TNK2-AS1",14,8,19,21,14,9,16,19,9,11,9,11
"260","HTR5A-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"261","LOC100128276",0,0,0,0,0,0,0,0,0,0,0,0
"262","DNM1P35",0,0,3,0,0,0,0,0,0,0,0,0
"263","LOC100128288",65,49,68,49,52,59,177,245,212,133,127,113
"264","DLG5-AS1",17,6,13,13,10,7,10,14,23,9,10,8
"265","LOC100128310",0,0,0,0,0,0,0,0,0,0,0,0
"266","LOC100128317",1,1,0,1,1,1,0,0,0,1,0,1
"267","LINC03008",0,0,2,0,0,0,0,3,2,0,0,1
"268","TRAPPC3L",4,0,2,6,7,4,13,16,11,13,13,9
"269",NA,0,1,2,0,0,0,1,3,2,0,0,0
"270","LOC100128340",8,8,7,8,4,4,2,5,2,2,3,2
"271","LOC100128361",36,37,51,47,54,43,38,52,48,49,43,40
"272","LINC00696",0,0,0,0,0,0,0,1,0,1,0,0
"273","FAM225B",0,0,0,1,1,1,1,1,0,1,2,1
"274","ARHGAP42-AS1",4,5,6,6,3,2,4,8,9,8,3,2
"275","LOC100128398",101,93,87,77,91,74,65,87,70,45,58,36
"276","LINC00892",0,0,0,0,0,0,0,0,0,0,0,0
"277","LOC100128494",1386,1249,1477,1281,1431,1349,1751,1869,1650,1543,1418,1318
"278","SCP2D1-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"279","ASTN2-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"280","NEBL-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"281","KIAA1671-AS1",28,21,23,23,22,19,63,74,70,66,52,60
"282","MIR29B2CHG",52,45,45,33,43,54,84,126,111,56,57,48
"283","CTAGE4",11,8,12,11,13,15,3,6,4,4,11,7
"284","LINC02347",0,0,0,0,0,0,0,0,0,0,0,0
"285","MYHAS",0,0,0,0,0,0,0,1,1,0,2,0
"286","RANBP3-DT",1,7,4,4,6,6,8,5,3,1,0,3
"287","TEKTIP1",123,137,143,110,143,118,78,87,69,83,72,86
"288","SLC8A1-AS1",0,0,0,1,0,1,0,0,1,0,0,0
"289","LOC100128593",0,0,1,0,1,0,3,4,2,3,1,2
"290","TMSB15B-AS1",17,14,16,8,24,13,7,4,5,6,4,2
"291","CDC42P3",44,49,49,58,43,54,45,49,22,26,14,24
"292","ACVR2B-AS1",10,8,11,7,7,7,11,4,11,2,4,4
"293","LOC100128653",95,91,88,79,104,81,131,125,131,78,80,70
"294","HPN-AS1",0,0,0,0,0,0,0,0,3,0,0,0
"295","LINC01531",0,0,0,0,0,0,0,0,0,0,0,0
"296","GPR50-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"297","LINC02346",0,0,0,0,0,0,0,0,0,0,0,0
"298","OST4",3582,3109,3765,2951,3374,3107,5152,5444,4616,3252,3393,2937
"299","RBPMS-AS1",17,22,29,13,30,19,42,47,25,28,21,23
"300","LOC100128770",0,0,2,0,0,0,0,1,1,3,1,0
"301","ERCC6L2-AS1",223,196,225,239,218,239,472,517,513,422,480,414
"302","LINC01349",0,0,0,1,0,0,0,0,0,0,1,0
"303","SRRM2-AS1",6,6,9,3,11,8,5,6,8,5,7,3
"304","GPR158-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"305",NA,1,1,3,3,1,3,14,14,11,2,4,6
"306","LINC01003",106,97,106,91,87,102,206,178,162,155,124,121
"307","VPS9D1-AS1",518,540,619,548,670,591,511,548,441,479,477,472
"308","ZFPM1-AS1",2,5,8,4,9,8,20,11,14,3,8,8
"309","LOC100128885",10,10,17,14,18,13,1,2,0,4,3,2
"310","FAM66B",13,13,15,12,17,13,22,21,25,21,19,18
"311","GATA6-AS1",39,22,29,28,31,21,49,40,30,36,19,35
"312","LINC01960",0,0,0,0,0,0,0,0,0,1,1,0
"313","CIROP",12,8,11,5,11,8,21,31,23,17,18,10
"314","ZBTB42",156,144,176,160,162,180,167,151,156,149,124,102
"315","LINC01310",0,0,0,0,0,0,0,0,0,0,0,0
"316","LOC100128966",10,5,3,8,3,9,1,0,0,0,2,0
"317","MAPT-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"318","LOC100128988",2,1,1,1,2,0,0,2,2,1,0,0
"319","LOC100128993",0,0,0,0,0,1,0,0,0,0,0,0
"320","C20orf181",0,0,0,0,0,0,0,0,0,0,0,0
"321","PCBP3-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"322","PKP4-AS1",70,87,84,62,65,67,31,30,31,49,57,43
"323","LOC100129034",3559,3314,3642,2966,3486,3341,3079,3579,3213,3138,3132,2751
"324","BCAR3-AS1",61,44,59,64,83,82,71,73,67,64,60,63
"325","CCNYL4",0,0,3,0,0,0,0,0,0,0,0,0
"326","SEMA3F-AS1",323,245,340,251,257,246,318,440,331,266,257,247
"327","LOC100129066",0,0,0,0,0,0,0,0,0,0,0,0
"328","KTN1-AS1",35,38,31,51,41,34,16,19,17,29,25,25
"329","SIGLEC10-AS1",1,0,1,0,1,2,0,0,0,1,1,0
"330","BTNL10P",1,0,0,1,0,1,1,2,1,0,0,1
"331","LOC100129098",6,10,8,5,13,13,8,11,12,10,13,6
"332","KHDC1L",2,0,4,3,1,3,0,1,2,0,1,2
"333","TDH-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"334","LOC100129138",4,5,5,5,6,8,16,12,7,12,4,7
"335","LOC100129148",180,171,205,162,213,200,168,200,162,177,181,150
"336","LOC100129175",0,0,0,0,0,0,1,0,0,0,0,0
"337","ZSCAN16-AS1",90,89,93,78,65,73,120,127,108,87,81,81
"338","MATN1-AS1",8,6,7,7,6,11,2,7,11,9,5,4
"339","LOC100129203",2,4,6,3,4,6,3,3,2,3,4,0
"340","SLC39A12-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"341","LOC100129215",16,12,19,19,18,14,12,6,7,11,12,8
"342","DEFB131B",5,7,10,7,3,3,2,3,3,4,2,5
"343","THCAT155",0,0,0,0,0,0,0,0,0,0,0,0
"344","CXorf51A",0,0,0,0,0,0,0,0,0,0,0,0
"345","SMIM27",87,86,117,108,118,85,110,94,94,94,75,82
"346","LINC01160",3,2,0,4,1,0,0,1,0,1,1,0
"347","C1orf68",0,0,0,0,0,0,0,1,0,0,0,0
"348","TDRD15",0,0,0,0,0,0,0,0,1,0,0,0
"349","LOC100129291",0,0,0,0,0,0,0,1,0,0,1,0
"350","CD200R1L-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"351","LOC100129307",0,0,0,0,0,0,0,0,0,0,0,0
"352","LOC100129316",0,0,0,0,0,0,0,0,0,0,0,0
"353","LINC02291",0,0,0,0,0,0,0,0,0,0,0,0
"354","LINC00484",0,0,0,0,0,0,1,0,0,0,0,0
"355","NRADDP",21,13,18,17,12,18,7,15,8,5,13,9
"356","SMIM10L1",1083,1011,1024,1070,1206,1082,1287,1448,1327,1286,1344,1193
"357","LINC03041",0,0,0,0,0,0,0,0,2,0,0,0
"358","GABPB1-AS1",147,141,166,157,160,145,241,263,219,204,173,185
"359","FAM106C",14,7,7,6,5,4,3,3,3,5,4,2
"360","MSTO2P",791,742,837,715,834,795,381,450,411,477,477,428
"361","FAM236A",0,0,0,0,0,0,0,0,0,0,0,0
"362","RPL19P12",38,38,50,52,58,45,70,65,21,33,33,36
"363","DDC-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"364","LOC100129434",652,572,684,589,569,577,482,541,475,488,496,429
"365","LOC100129455",33,19,31,18,29,14,69,85,59,68,55,54
"366","DPY19L1P1",141,170,165,150,178,188,179,182,209,161,172,140
"367","LYRM4-AS1",131,129,159,133,146,133,76,106,73,72,84,59
"368","LINC01546",0,3,5,0,1,0,0,3,0,3,2,6
"369","MKRN2OS",22,17,24,20,22,18,21,24,17,16,19,17
"370","ZNF37BP",820,768,843,741,793,847,447,577,582,464,438,410
"371","LINC02983",15,15,17,22,17,15,63,37,40,9,8,18
"372",NA,21,22,33,27,24,24,32,48,29,24,18,20
"373","ETDB",0,2,1,1,1,0,1,2,0,0,1,0
"374","LINC02012",5,9,11,5,7,4,1,1,3,4,2,0
"375","SOD2-OT1",68,81,96,64,87,74,52,58,39,33,41,34
"376","TEX13C",0,0,0,0,0,0,0,0,0,0,0,0
"377","MUC8",0,0,0,0,0,0,0,2,0,1,0,0
"378","LOC100129534",18,15,17,15,8,8,18,15,15,27,6,21
"379","LOC100129540",0,0,0,0,0,0,0,1,0,0,0,1
"380","ZNF730",273,263,276,316,300,308,44,31,45,61,63,55
"381","LINC02035",76,68,71,71,67,62,37,78,51,37,34,33
"382","FAM47E",1,4,3,1,1,1,1,1,0,2,1,1
"383","LINC00462",0,0,0,0,0,0,0,0,0,0,0,0
"384","LOC100129603",0,0,0,0,0,0,0,0,0,0,0,0
"385","LOC100129617",14,3,14,8,6,6,7,12,10,13,16,12
"386","PLPPR5-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"387","OR2W1-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"388","TCF24",0,0,0,0,2,0,0,0,0,0,0,0
"389","FGF13-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"390","IZUMO3",0,0,0,0,0,0,0,0,0,0,0,0
"391","LOC100129697",0,0,0,0,0,1,0,0,1,0,0,0
"392","ARRDC3-AS1",19,23,25,31,35,17,34,55,40,19,45,28
"393","STPG3-AS1",2,1,5,2,5,4,1,1,3,4,0,0
"394","MAPRE3-AS1",1,0,0,0,0,0,0,0,0,0,0,0
"395","LINC01126",13,14,12,11,14,11,13,14,16,8,6,9
"396","MIR193BHG",7,7,8,9,12,8,5,8,5,3,3,4
