"","SYMBOL","GSM3535477","GSM3535478","GSM3535479","GSM3535480","GSM3535481","GSM3535482"
"1","A1BG",471,347,446,571,451,398
"2","NAT2",0,0,0,1,1,0
"3","ADA",662,623,590,1591,1296,905
"4","CDH2",3731,2713,3081,3358,3001,2023
"5","AKT3",1920,1861,2150,1333,1628,1118
"6","GAGE12F",0,0,0,0,0,0
"7","RNA5-8SN5",18,20,34,119,61,52
"8","RNA18SN5",18911,15584,34104,68418,29361,25493
"9","RNA28SN5",19507,17120,39921,74627,34713,31136
"10","TRY-GTA7-1",0,0,0,0,0,0
"11","TRY-GTA5-4",0,0,0,0,0,0
"12","TRF-GAA2-1",0,0,0,0,1,0
"13","TRF-GAA1-4",0,0,0,0,0,0
"14","TRH-GTG1-6",0,0,0,0,0,0
"15","LINC02584",0,0,0,0,0,0
"16","POU5F1P5",0,1,0,0,0,2
"17","ZBTB11-AS1",289,216,270,300,355,209
"18","MED6",1343,1144,1328,1309,1349,806
"19","NR2E3",1,0,1,1,2,1
"20","NAALAD2",24,25,32,32,39,28
"21","DUXB",0,1,1,33,21,11
"22","SNORD116-1",6,4,10,3,0,1
"23","SNORD116-2",7,6,11,0,1,2
"24","SNORD116-3",1,1,1,0,2,1
"25","SNORD116-4",31,28,32,13,9,6
"26","SNORD116-5",1,3,1,0,0,1
"27","SNORD116-6",4,6,6,0,1,1
"28","SNORD116-7",0,2,1,0,0,1
"29","SNORD116-8",5,2,2,0,2,0
"30","SNORD116-9",0,0,2,0,0,0
"31","SNORD116-10",0,0,0,0,0,0
"32","SNORD116-11",0,0,0,0,0,0
"33","SNORD116-12",0,3,0,0,1,0
"34","SNORD116-13",1,2,0,1,2,0
"35","SNORD116-14",6,3,14,1,2,2
"36","SNORD116-15",3,3,3,2,1,0
"37","SNORD116-16",1,1,3,0,1,1
"38","SNORD116-17",4,2,4,1,1,1
"39","SNORD116-18",3,2,2,0,1,1
"40","SNORD116-20",8,8,16,6,10,1
"41","SNORD116-21",20,17,24,4,8,6
"42","SNORD116-22",14,11,19,2,3,5
"43","SNORD116-23",3,2,2,0,0,0
"44","SNORD116-24",14,4,13,5,1,2
"45","SNORD116-25",0,0,0,0,0,0
"46","SNORD115-2",0,0,0,0,0,0
"47","SNORD116-26",0,0,0,0,0,0
"48","SNORD116-27",0,2,0,0,2,0
"49","SNORD115-3",0,0,0,0,0,0
"50","SNORD115-4",0,0,0,0,0,0
"51","SNORD115-5",0,0,0,0,0,0
"52","SNORD115-6",0,0,0,0,0,0
"53","SNORD115-7",0,0,0,0,0,0
"54","SNORD115-8",0,0,0,0,0,0
"55","SNORD115-9",0,0,0,0,0,0
"56","SNORD115-10",0,0,0,0,0,0
"57","SNORD115-11",0,0,0,0,0,0
"58","SNORD115-12",0,0,0,0,0,0
"59","SNORD115-13",0,0,0,0,0,0
"60","SNORD115-14",0,0,0,0,0,0
"61","SNORD115-15",0,0,0,0,0,0
"62","SNORD115-16",0,0,0,0,0,0
"63","SNORD115-17",0,0,0,0,0,0
"64","SNORD115-18",0,0,0,0,0,0
"65","SNORD115-19",0,0,0,0,0,0
"66","SNORD115-20",0,0,0,0,0,0
"67","SNORD115-21",0,0,0,0,0,0
"68","SNORD115-22",0,0,0,0,0,0
"69","SNORD115-23",0,0,0,0,0,0
"70","SNORD115-25",0,0,0,0,0,0
"71","SNORD115-26",0,0,0,0,0,0
"72","SNORD115-29",0,0,0,0,0,0
"73","SNORD115-30",0,0,0,0,0,0
"74","SNORD115-31",0,0,0,0,0,0
"75","SNORD115-32",0,0,0,0,0,0
"76","SNORD115-33",0,0,0,0,0,0
"77","SNORD115-34",0,0,0,0,0,0
"78","SNORD115-35",0,0,0,0,0,0
"79","SNORD115-36",0,0,0,0,0,0
"80","SNORD115-37",0,0,0,0,0,0
"81","SNORD115-38",0,0,0,0,0,0
"82","SNORD115-39",0,0,0,0,0,0
"83","SNORD115-40",0,0,0,0,0,0
"84","SNORD115-41",0,0,0,0,0,0
"85","SNORD115-42",0,0,0,0,0,0
"86","SNORD115-43",0,0,0,0,0,0
"87","SNORD115-44",0,0,0,0,0,0
"88","MIR675",23,42,17,2262,2811,1087
"89","SNORD116-28",9,1,6,10,7,4
"90","SNORD116-29",1,0,1,0,0,0
"91","SNORD115-48",0,0,0,0,0,0
"92","PDZK1P1",4,5,5,1,7,5
"93","SNORD115-24",0,0,0,0,0,0
"94","SNORD115-27",0,0,0,0,0,0
"95","SNORD115-28",0,0,0,0,0,0
"96","SNORD115-45",0,0,0,0,0,0
"97","SNORD115-47",0,0,0,0,0,0
"98","DDTL",1576,1438,1382,3396,3484,1873
"99","TLX1NB",0,2,1,0,0,2
"100","NAALADL1",19,13,9,61,25,14
"101","CDKN2B-AS1",12,9,9,1,3,2
"102","GUSBP17",17,25,20,16,23,10
"103","SIGLEC14",1,0,1,12,15,7
"104","TRK-TTT3-4",0,0,1,2,1,2
"105","TRV-CAC1-5",0,0,0,0,0,1
"106","NINJ2-AS1",18,28,10,8,17,7
"107","ACOT8",473,434,422,441,453,246
"108","ABI1",2168,1450,2025,1829,1805,1213
"109","GNPDA1",4847,2509,4664,3932,3668,2272
"110","MIMT1",0,0,0,2,2,4
"111","KCNE3",0,1,0,1,0,0
"112","ZBTB33",694,792,718,390,543,339
"113","SNHG8",3924,4384,3797,3148,3028,1920
"114","GTF2IP4",2756,2655,2412,2943,3366,1836
"115","GS1-600G8.3",0,0,0,0,0,0
"116","CDH3",28,46,36,1631,1767,879
"117","TANK",1599,1167,1579,1071,1178,815
"118","TTTY21B",0,0,0,0,0,0
"119","TTTY1B",0,0,0,0,0,0
"120","TTTY2B",0,0,0,0,0,0
"121","TTTY8B",0,0,0,1,0,0
"122","TTTY7B",0,0,0,0,0,0
"123","TTTY23B",0,0,0,0,0,0
"124","LOC100101148",22,38,38,38,44,27
"125","HAVCR1P1",3,3,9,9,4,1
"126","POM121C",3185,2995,2908,4707,6147,3072
"127","PMS2P7",120,112,130,84,94,63
"128","ZSCAN30",341,309,316,185,216,125
"129","H2BW3P",0,0,0,0,0,0
"130","ANKRD26P3",2,2,1,0,1,0
"131","SRA1",1986,1047,1725,3208,3053,1538
"132","SNORD119",7,3,4,1,1,7
"133","SNORD121A",0,0,0,1,1,2
"134","SNORD125",3,3,5,2,0,2
"135","SNORD19B",27,20,29,12,14,12
"136","SNORD105B",0,0,0,0,0,0
"137","SNORD123",0,0,0,0,0,0
"138","UCKL1-AS1",143,145,152,218,224,164
"139","SNORD127",2,1,1,2,0,1
"140","SNORD126",1,1,0,0,0,0
"141","SNORD11B",0,0,0,0,1,3
"142","SNORD12B",9,8,6,3,8,2
"143","SNORD111B",0,0,0,0,0,0
"144","LIN28B-AS1",9,7,6,2,4,3
"145","LINC00583",0,0,0,0,0,0
"146","TMEM170B",22,9,25,16,12,19
"147","FAM138E",0,0,0,0,0,0
"148","SNORD58C",44,45,53,47,50,28
"149","SCARNA27",11,24,9,10,8,4
"150","SNORA84",4,2,8,4,2,0
"151","SNORA36C",0,0,0,0,0,0
"152","SNORA38B",0,0,1,3,0,0
"153","SNORA70B",0,0,0,0,0,0
"154","SNORA70C",0,0,0,0,0,0
"155","SNORA11B",1,0,1,0,0,0
"156","SNORA11C",0,0,0,0,0,0
"157","SNORA11D",1,2,4,3,1,1
"158","HOTAIR",0,0,0,0,0,0
"159","ZGLP1",37,50,48,87,111,38
"160","FAM86JP",529,471,540,262,273,172
"161","FMR1-AS1",0,6,1,1,9,1
"162","MIR298",0,0,0,0,2,0
"163","MIR300",0,0,0,0,0,0
"164","VTRNA2-1",0,0,0,0,0,0
"165","MIR509-2",0,0,0,0,0,0
"166","MIR450B",0,0,0,0,0,0
"167","MIR890",0,0,0,0,0,0
"168","MIR891B",0,0,0,0,0,0
"169","MIR888",0,0,0,0,0,0
"170","MIR892B",0,0,0,0,0,0
"171","MIR541",1,3,5,6,5,5
"172","MIR875",0,0,0,0,0,0
"173","MIR876",0,0,0,0,0,0
"174","MIR147B",17,13,12,11,7,5
"175","MIR744",0,0,0,0,0,0
"176","MIR877",2,1,2,0,1,1
"177","MIR665",0,0,0,0,0,0
"178","MIR873",0,0,0,0,0,0
"179","MIR374B",1,3,2,1,2,1
"180","MIR301B",0,0,0,0,0,0
"181","MIR216B",0,0,0,0,0,0
"182","MIR920",0,0,0,0,0,0
"183","MIR922",18,12,19,25,24,15
"184","MIR924",0,0,0,0,0,0
"185","MIR934",0,0,0,0,0,0
"186","MIR935",5,16,10,10,16,7
"187","MIR936",0,0,0,0,0,0
"188","MIR938",0,0,0,0,0,0
"189","MIR940",3,5,4,6,13,5
"190","MIR941-1",0,0,0,1,0,0
"191","MIR941-4",0,0,0,0,0,0
"192","MIR942",1,0,0,0,0,2
"193","MIR943",87,58,75,63,63,49
"194","MIR708",0,0,0,0,0,0
"195","MIR885",0,0,0,0,0,0
"196","MIR543",0,0,0,0,0,0
"197","MIR208B",0,0,0,0,0,0
"198","MIR509-3",0,0,0,0,0,0
"199","MIR937",39,42,40,98,114,70
"200","MIR941-2",0,0,0,1,0,0
"201","MIR944",0,0,0,0,0,0
"202","MIR891A",0,0,0,0,0,0
"203","MIR892A",0,0,0,0,0,0
"204","MIR874",0,0,0,0,0,0
"205","MIR889",0,0,0,0,0,1
"206","MIR190B",0,0,0,0,1,0
"207","MIR887",0,0,0,0,0,1
"208","MIR760",2,4,5,3,2,0
"209","MIR921",0,0,0,0,0,0
"210","MIR933",0,0,0,0,1,2
"211","MIR939",43,59,52,71,84,39
"212","MIR941-3",0,0,0,1,0,0
"213","MIR297",0,0,0,0,0,0
"214","MIR365A",1,0,0,0,0,1
"215","MIR365B",1,0,0,1,0,2
"216","LOC100126447",0,0,0,0,0,0
"217","GJE1",0,0,0,0,0,0
"218","LOC100126584",0,0,0,0,0,0
"219","LINC00322",0,0,0,0,0,0
"220","SNAR-G1",2,0,0,0,0,0
"221","SNAR-F",0,0,0,0,0,0
"222","NAV2-AS6",117,64,76,164,190,114
"223","EGOT",0,1,0,0,0,0
"224","GHRLOS",71,77,75,103,112,53
"225","SNAR-A1",1,0,0,0,0,1
"226","SNAR-A2",1,0,0,1,0,0
"227","SNAR-A12",0,0,0,0,0,0
"228","MINAR2",0,0,0,1,0,0
"229","SLCO4A1-AS1",21,27,23,37,48,28
"230","HECW1-IT1",0,0,0,0,0,0
"231","LOC100127955",3,3,3,10,25,5
"232","KRT73-AS1",0,1,0,2,0,0
"233","C8orf88",100,82,120,31,38,31
"234","LOC100128002",0,0,0,0,0,0
"235","ARHGAP44-AS1",0,2,1,0,0,0
"236","DPPA2P3",0,0,0,0,0,0
"237","WWTR1-AS1",22,8,17,10,14,4
"238","PLCE1-AS1",1,1,2,0,1,0
"239","SMARCA5-AS1",673,560,680,334,498,354
"240","LOC100128059",0,0,0,0,0,0
"241","FAM229A",80,102,128,115,117,81
"242","LOC100128076",0,0,0,0,0,0
"243","LOC100128079",32,31,24,26,38,21
"244","JAZF1-AS1",0,0,0,0,0,0
"245","ST8SIA6-AS1",111,92,130,141,149,61
"246","UBE2Q2P13",48,87,57,75,150,67
"247","HGC6.3",0,0,0,0,0,0
"248","STAU2-AS1",0,0,1,1,0,1
"249","ADGRA1-AS1",0,0,0,0,0,0
"250","LINC01233",0,0,0,0,0,0
"251","LOC100128164",2,0,2,0,3,1
"252","UST-AS1",2,3,3,1,2,0
"253","TMPO-AS1",954,579,692,97,183,84
"254","LINC02324",0,0,0,0,0,0
"255","LINC02731",4,10,12,2,5,0
"256","ZNF667-AS1",707,650,681,637,645,417
"257","LOC100128253",3,1,1,80,118,57
"258","WASIR1",9,14,11,20,25,8
"259","TNK2-AS1",37,52,38,44,47,31
"260","HTR5A-AS1",0,0,0,0,0,0
"261","LOC100128276",0,0,0,0,1,0
"262","DNM1P35",9,18,7,48,59,38
"263","LOC100128288",24,37,19,34,45,23
"264","DLG5-AS1",47,49,48,50,36,36
"265","LOC100128310",0,0,0,0,0,0
"266","LOC100128317",298,185,368,167,266,216
"267","LINC03008",0,3,2,0,0,0
"268","TRAPPC3L",0,1,0,0,0,0
"269",NA,83,104,68,218,186,123
"270","LOC100128340",0,4,1,13,8,4
"271","LOC100128361",57,44,68,39,33,20
"272","LINC00696",0,2,0,0,0,1
"273","FAM225B",157,213,158,138,204,86
"274","ARHGAP42-AS1",2,1,2,1,7,2
"275","LOC100128398",67,77,82,82,96,67
"276","LINC00892",0,0,0,0,0,0
"277","LOC100128494",1818,1599,1790,1402,1599,1018
"278","SCP2D1-AS1",0,0,0,0,2,0
"279","ASTN2-AS1",0,0,2,1,11,0
"280","NEBL-AS1",11,28,23,11,8,8
"281","KIAA1671-AS1",41,13,37,28,14,16
"282","MIR29B2CHG",1,3,0,10,15,10
"283","CTAGE4",4,4,8,6,4,4
"284","LINC02347",0,0,0,0,0,0
"285","MYHAS",3,0,5,1,0,0
"286","RANBP3-DT",11,16,7,10,7,8
"287","TEKTIP1",662,669,830,624,651,482
"288","SLC8A1-AS1",0,0,0,0,0,0
"289","LOC100128593",0,0,0,1,1,3
"290","TMSB15B-AS1",0,0,0,0,0,0
"291","CDC42P3",51,45,44,57,64,42
"292","ACVR2B-AS1",23,35,27,22,24,23
"293","LOC100128653",111,47,92,119,87,57
"294","HPN-AS1",7,0,0,6,12,3
"295","LINC01531",1,0,0,0,0,0
"296","GPR50-AS1",0,2,0,0,1,1
"297","LINC02346",0,0,0,0,0,0
"298","OST4",1776,1524,1507,2953,3179,1453
"299","RBPMS-AS1",0,1,1,1,1,0
"300","LOC100128770",5,15,7,9,17,4
"301","ERCC6L2-AS1",309,262,325,243,231,128
"302","LINC01349",0,0,0,0,0,0
"303","SRRM2-AS1",83,71,82,77,121,56
"304","GPR158-AS1",8,9,11,10,8,3
"305",NA,1,5,1,1,8,1
"306","LINC01003",217,116,185,282,267,228
"307","VPS9D1-AS1",2022,1873,1724,1206,1201,788
"308","ZFPM1-AS1",7,20,11,22,26,16
"309","LOC100128885",0,0,1,0,0,0
"310","FAM66B",34,105,76,42,98,30
"311","GATA6-AS1",0,1,0,0,0,0
"312","LINC01960",0,0,0,0,0,0
"313","CIROP",9,6,5,3,8,4
"314","ZBTB42",448,675,569,205,246,147
"315","LINC01310",2,0,1,0,0,0
"316","LOC100128966",16,5,9,0,0,0
"317","MAPT-AS1",0,0,0,0,0,0
"318","LOC100128988",0,0,1,5,5,3
"319","LOC100128993",5,3,0,4,5,4
"320","C20orf181",0,0,0,0,0,0
"321","PCBP3-AS1",0,0,0,0,0,0
"322","PKP4-AS1",99,66,96,40,65,43
"323","LOC100129034",2565,2137,2352,2579,2717,1457
"324","BCAR3-AS1",7,9,18,11,13,6
"325","CCNYL4",7,7,6,10,17,6
"326","SEMA3F-AS1",633,542,570,453,502,325
"327","LOC100129066",0,0,0,0,0,0
"328","KTN1-AS1",100,131,100,65,105,61
"329","SIGLEC10-AS1",12,21,14,1,7,2
"330","BTNL10P",1,0,2,2,2,1
"331","LOC100129098",0,0,0,0,0,0
"332","KHDC1L",7,3,4,364,159,99
"333","TDH-AS1",0,0,2,1,0,0
"334","LOC100129138",6,7,6,9,3,6
"335","LOC100129148",521,334,505,324,346,247
"336","LOC100129175",1,0,0,1,0,0
"337","ZSCAN16-AS1",76,75,66,85,66,46
"338","MATN1-AS1",95,121,109,152,140,125
"339","LOC100129203",0,1,0,1,0,2
"340","SLC39A12-AS1",0,0,0,0,1,0
"341","LOC100129215",14,11,20,18,9,12
"342","DEFB131B",8,6,5,1,3,4
"343","THCAT155",0,0,0,0,0,0
"344","CXorf51A",0,0,0,0,0,0
"345","SMIM27",137,104,149,69,74,75
"346","LINC01160",0,2,3,1,1,0
"347","C1orf68",0,0,0,2,1,0
"348","TDRD15",0,0,0,0,0,0
"349","LOC100129291",0,1,2,0,0,0
"350","CD200R1L-AS1",0,0,0,0,0,0
"351","LOC100129307",0,0,0,1,0,0
"352","LOC100129316",0,0,0,0,0,0
"353","LINC02291",0,0,0,0,0,0
"354","LINC00484",0,0,0,0,1,0
"355","NRADDP",2,3,6,4,2,3
"356","SMIM10L1",921,647,888,640,691,442
"357","LINC03041",0,0,0,0,0,0
"358","GABPB1-AS1",429,454,493,482,612,377
"359","FAM106C",35,38,39,18,23,16
"360","MSTO2P",671,633,713,531,529,352
"361","FAM236A",0,1,0,0,0,0
"362","RPL19P12",574,531,548,574,635,353
"363","DDC-AS1",0,0,0,0,0,0
"364","LOC100129434",6,10,8,2,5,5
"365","LOC100129455",0,0,0,0,0,0
"366","DPY19L1P1",129,152,146,79,102,64
"367","LYRM4-AS1",147,196,156,133,175,107
"368","LINC01546",0,0,0,0,0,0
"369","MKRN2OS",25,42,35,28,33,23
"370","ZNF37BP",856,948,1081,316,636,476
"371","LINC02983",124,66,130,147,144,85
"372",NA,15,31,21,35,19,6
"373","ETDB",1,0,0,1,3,1
"374","LINC02012",9,1,7,2,4,3
"375","SOD2-OT1",55,17,43,85,35,36
"376","TEX13C",0,0,1,0,0,0
"377","MUC8",48,87,79,265,251,167
"378","LOC100129534",115,264,99,78,105,67
"379","LOC100129540",0,0,2,3,0,1
"380","ZNF730",268,264,258,32,40,30
"381","LINC02035",50,53,70,100,103,51
"382","FAM47E",6,2,1,3,4,0
"383","LINC00462",0,0,0,1,0,2
"384","LOC100129603",0,0,0,0,0,0
"385","LOC100129617",2,5,4,2,3,2
"386","PLPPR5-AS1",0,0,0,0,0,1
"387","OR2W1-AS1",0,0,0,0,0,0
"388","TCF24",0,1,0,0,1,0
"389","FGF13-AS1",0,0,0,0,1,0
"390","IZUMO3",0,0,0,0,0,0
"391","LOC100129697",0,0,0,5,0,0
"392","ARRDC3-AS1",46,55,62,56,82,25
"393","STPG3-AS1",6,10,10,4,15,5
"394","MAPRE3-AS1",1,2,0,5,0,2
"395","LINC01126",38,56,64,9,36,26
"396","MIR193BHG",41,46,33,90,82,37
"397","CCDC152",1,0,1,0,0,0
"398","SLC25A21-AS1",20,36,40,40,63,39
"399","ZNF807P",23,28,19,12,23,9
"400","IRAG1-AS1",1,2,1,2,0,0
"401","COL4A2-AS2",0,0,0,0,0,0
"402","ZNF737",212,323,254,244,341,164
"403","PCOLCE-AS1",188,223,189,31,45,35
"404","SCOC-AS1",0,3,5,0,0,0
"405","DYM-AS1",1,0,3,2,2,1
"406","PCGF3-AS1",135,135,135,118,163,122
"407","TMEM269",8,8,6,6,11,6
"408","LOC100129931",727,822,789,1544,1782,897
"409","LOC100129935",0,0,0,1,0,0
"410","HMGA2-AS1",688,498,688,623,660,462
"411","CCNT2-AS1",22,20,20,20,38,23
"412","FAM205C",0,1,0,0,0,0
"413","CERNA1",0,2,0,0,1,1
"414","LINC01460",0,0,0,0,0,0
"415","HDAC6",1976,1784,2064,1613,1757,1128
"416","URAHP",196,213,210,161,171,91
"417","FTLP10",0,0,0,0,0,0
"418","LOC100130027",173,203,180,262,299,191
"419","LOC100130075",9,3,3,7,13,1
"420","HSFX2",10,5,11,9,6,7
"421","LOC100130111",31,77,32,168,202,85
"422","MAPT-IT1",1,0,0,0,0,0
"423","MIR124-2HG",0,0,0,0,0,0
"424","FAM13B-AS1",69,28,63,25,35,30
"425","EFCAB14-AS1",54,59,56,40,75,34
"426","LOC100130207",0,1,3,0,2,2
"427","LINC00861",0,0,0,0,0,0
"428","LOC100130238",149,92,104,187,191,85
"429","LINC02961",0,0,0,0,0,0
"430","LOC100130256",0,0,0,1,0,0
"431","SLC24A3-AS1",0,0,0,0,0,0
"432","LOC100130268",0,0,0,0,0,0
"433","CCDC166",0,1,0,1,1,3
"434","TFAP2A-AS1",1,0,3,1,2,0
"435","LOC100130283",347,328,343,300,285,190
"436","LOC100130298",0,0,0,0,0,0
"437","C8orf89",0,1,1,0,0,0
"438","SUPT20HL1",0,1,1,0,0,0
"439","C17orf107",7,6,17,22,25,16
"440","LOC100130331",180,232,153,204,285,142
"441","SCGB2B3P",0,0,0,0,0,0
"442","LOC100130345",0,0,2,0,2,0
"443","TMEM262",7,4,8,8,5,3
"444","LOC100130357",17,19,13,10,14,11
"445","CXorf49",1,0,0,0,1,0
"446","LINC03048",12,12,13,18,20,11
"447","EPB41L1-AS1",0,0,0,0,0,0
"448","LINC00552",3,4,1,5,0,1
"449","LINC02593",304,457,417,130,213,110
"450","CECR7",753,655,819,949,1099,636
"451","GPC1-AS1",3,12,8,35,46,20
"452","SPAG16-DT",0,1,2,0,4,0
"453","LOC100130452",1,0,0,0,0,0
"454","CAND1.11",0,1,1,0,0,0
"455","WAKMAR2",1,0,0,0,4,0
"456","LINC01387",0,0,0,0,0,0
"457","TMEM221",34,80,37,20,20,6
"458","CD300H",1,0,3,1,0,1
"459","PARD6G-AS1",3,23,13,77,87,46
"460","LINC02881",0,0,0,0,0,0
"461","LOC100130548",11,20,27,29,28,25
"462","NFYC-AS1",216,184,245,177,226,161
"463","LINC00910",88,82,77,44,55,27
"464","LOC100130587",0,0,3,0,0,0
"465","PRR32",0,0,0,0,0,0
"466","LOC100130673",0,0,1,0,2,0
"467","LOC100130691",116,247,165,84,170,80
"468","LOC100130698",122,69,99,97,98,64
"469","TP53TG3HP",1,2,0,0,0,0
"470","LRRC58-DT",31,30,41,19,27,16
"471","ATP6V1FNB",37,44,89,87,79,49
"472","HDHD5-AS1",8,9,6,13,7,2
"473","LRRC70",22,26,25,19,16,12
"474","LRRC69",10,21,14,20,27,17
"475","LOC100130744",52,51,52,79,90,52
"476","EFCAB10",99,80,88,70,85,59
"477","AGAP2-AS1",154,179,162,81,89,57
"478","SBK3",0,1,1,0,0,0
"479","LOC100130849",0,0,0,0,0,0
"480","USP3-AS1",117,96,107,93,87,68
"481","LOC100130872",4,4,4,1,2,0
"482","CREB3L2-AS1",0,0,0,0,0,0
"483","ATE1-AS1",35,62,36,30,35,16
"484","PSORS1C3",0,1,1,0,0,0
"485","TSTD3",369,368,422,215,318,198
"486","VAC14-AS1",58,42,59,49,44,28
"487","SMIM6",5,7,7,2,6,4
"488","ZNF663P",0,0,0,0,0,0
"489","CSAG4",0,0,0,0,0,0
"490","ZNF594-DT",27,40,29,31,43,24
"491","LINC01502",0,0,1,0,0,0
"492","SYCE1L",65,31,72,92,74,55
"493","LOC100130964",0,0,0,0,0,0
"494","LINC02901",7,8,13,4,7,2
"495","LOC100130987",50,78,75,51,47,25
"496","SPATA48",0,0,0,0,0,0
"497","LOC100130992",31,19,41,23,31,18
"498","ZNF316",2310,1780,2315,4128,4009,2452
"499","DNAH8-AS1",0,0,0,0,0,0
"500","LINC01135",0,1,0,0,3,3
"501","CKMT2-AS1",151,189,183,102,84,44
"502","SRP14-DT",90,123,130,69,67,40
"503","DPP9-AS1",251,247,237,378,416,238
"504",NA,60,67,69,104,121,60
"505","LOC100131107",2,0,0,0,2,0
"506","ZBTB20-AS1",2,2,2,0,0,0
"507","BSPH1",0,0,0,0,0,0
"508","LINC01405",0,0,0,0,0,0
"509","WDR86-AS1",30,15,19,14,18,12
"510","TSTD1",4,1,3,0,3,0
"511","CCDC183-AS1",197,116,211,154,191,137
"512","RPL21P28",667,616,578,769,720,405
"513","SNAP25-AS1",0,0,1,0,0,0
"514","NEMP2",180,328,216,63,172,46
"515","ZNF503-AS2",19,59,32,13,75,15
"516","MIR181A1HG",1,0,0,0,0,0
"517","ANKRD63",25,44,15,12,28,8
"518","LOC100131257",12,12,12,9,11,7
"519","LOC100131289",0,0,0,0,1,0
"520","DPEP2NB",0,1,0,0,0,0
"521","GREM1-AS1",0,0,0,0,0,0
"522","RAB6C-AS1",34,29,39,31,28,21
"523","RDM1P5",26,23,12,20,20,8
"524","LINC00605",1,5,2,12,12,12
"525","C11orf91",28,33,30,69,89,42
"526","SP9",47,103,50,44,97,38
"527","LOC100131395",27,23,32,14,29,11
"528","EOLA1-DT",54,105,73,147,185,123
"529","CD300LD",0,0,0,0,3,1
"530","DBIL5P",59,69,70,41,45,19
"531","LOC100131472",0,0,0,0,2,0
"532","LOC100131496",12,9,8,16,14,6
"533","LOC100131532",0,0,0,0,0,0
"534","ZNF705EP",1,2,1,101,103,52
"535","LINC00887",0,0,0,1,0,0
"536","FKSG29",3,1,4,1,0,1
"537","CCDC18-AS1",399,894,707,563,1274,579
"538","DPP4-DT",39,40,34,43,63,30
"539","PRR23D1",1,1,5,2,4,1
"540","LOC100131626",48,46,57,27,63,30
"541","LOC100131635",0,2,0,0,0,1
"542","ZNF236-DT",43,73,44,37,60,31
"543","MZF1-AS1",319,271,307,334,442,252
"544","FAM83A-AS1",1,0,0,0,0,0
"545","USP30-AS1",12,14,13,8,16,6
"546","ARMCX4",28,20,17,19,26,14
"547","PET100",384,300,309,370,404,162
"548","AHI1-DT",7,3,7,6,8,1
"549","UBE2DNL",0,0,0,0,0,0
"550","CADM3-AS1",1,1,0,2,1,0
"551","ZNF717",397,427,339,386,548,270
"552","INSYN2B",0,2,0,3,3,6
"553","KRTAP25-1",0,0,0,0,0,0
"554","LOC100131943",0,0,0,0,0,0
"555","ZNF705G",1,0,0,24,28,21
"556","FAM27E3",144,99,93,160,134,99
"557","RRN3P3",472,305,434,272,307,208
"558","LOC100132004",0,1,0,1,0,0
"559","TEX13D",1,0,0,0,0,0
"560","PDE4DIPP6",2,4,3,3,3,1
"561","LOC100132062",183,165,233,151,155,115
"562","FOXO6",108,48,57,367,325,163
"563","LOC100132077",20,46,25,26,49,21
"564","LOC100132078",0,0,0,0,0,0
"565","HERC2P7",27,33,36,49,57,28
"566","FAM66E",10,32,19,13,27,6
"567","C2CD4D-AS1",5,6,3,4,6,3
"568","ACTA2-AS1",234,180,227,1714,1615,911
"569","FAM240A",0,0,0,0,0,0
"570","LINC01783",75,95,94,121,97,56
"571","LOC100132154",0,1,0,1,3,0
"572","CALML3-AS1",0,0,0,10,15,2
"573","PHKA2-AS1",135,118,165,227,123,125
"574","WASIR2",11,13,18,29,19,14
"575","LINC01987",0,0,0,0,0,0
"576","GOLGA6L25",0,0,0,0,0,0
"577","EHBP1-AS1",874,733,977,906,1123,620
"578","LINC00543",2,0,4,6,1,0
"579","NPIPB5",2710,2700,3198,3407,3101,2078
"580","LOC100132249",60,90,59,64,97,58
"581","NDUFA6-DT",91,113,73,98,85,61
"582","LOC100132287",250,232,305,206,226,148
"583","TEKT4P2",26,36,29,50,70,35
"584","FAM236B",0,1,0,0,0,0
"585","CLUHP3",63,97,79,93,93,58
"586","FRG1HP",306,318,353,205,298,162
"587","LINC01512",2,5,3,4,3,1
"588","LOC100132356",109,100,110,74,95,55
"589","KRTAP4-9",0,0,0,0,0,0
"590","ZNF705B",0,0,0,3,5,3
"591","GAGE12D",0,0,0,0,0,0
"592","FAM157B",72,57,77,44,60,41
"593","NBPF10",593,706,711,694,914,491
"594","FCGR1CP",7,4,5,8,6,7
"595","CLDN24",4,5,12,3,2,3
"596","FAM99B",0,0,0,0,0,0
"597","KRTAP4-7",0,0,0,0,0,0
"598","LINC01415",2,5,6,1,7,0
"599","FGD5P1",0,2,0,0,0,0
"600","TAT-AS1",5,1,5,2,5,2
"601","GXYLT1P3",2,0,1,3,2,2
"602","GOLGA8F",1,2,3,3,6,3
"603","PGAM1P5",30,17,23,27,24,13
"604","XGY2",1,0,0,9,5,5
"605","LINC02312",0,0,0,0,0,0
"606","ZRANB2-AS1",321,298,353,208,313,209
"607","BSN-DT",31,19,37,12,24,13
"608","LOC100132686",2,0,3,1,1,1
"609","PAXIP1-AS2",306,324,320,226,301,195
"610","CYP4F30P",12,20,28,17,29,15
"611","DCAF13P3",47,20,38,28,46,30
"612","FILNC1",0,0,0,0,0,0
"613","LOC100132741",0,0,0,0,0,0
"614","KDM4A-AS1",313,222,285,232,214,128
"615","LOC100132781",1,0,1,0,0,0
"616","SYBU-AS1",0,0,0,1,0,0
